Real Near Duplicates,Jaccard Similarity
"('april+in+paris_20055552.html', 'april+in+paris_20018033.html')",0.9230769230769231
"('april+in+paris_20055552.html', 'april+in+paris_20045674.html')",1.0
"('let+it+rock_20247058.html', 'let+it+rock_20118375.html')",0.8855421686746988
"('my+girl_20267454.html', 'my+girl_20005076.html')",1.0
"('ready+to+go+home_20709586.html', 'ready+to+go+home_20064172.html')",0.941747572815534
"('all+my+life_21064249.html', 'all+my+life_20007237.html')",0.9428571428571428
"('the+little+drummer+boy_20064493.html', 'little+drummer+boy_20726047.html')",0.944954128440367
"('the+little+drummer+boy_20064493.html', 'little+drummer+boy_20690650.html')",0.9541284403669725
"('the+little+drummer+boy_20064493.html', 'little+drummer+boy_20800851.html')",0.9541284403669725
"('little+queenie_20246776.html', 'little+queenie_20115770.html')",0.9668874172185431
"('alone+together_20835760.html', 'alone+together_20242093.html')",0.868421052631579
"('alone+together_20835760.html', 'alone+together_20816777.html')",0.868421052631579
"('the+little+drummer+boy_20064493.html', 'little+drummer+boy_20987287.html')",0.9107142857142857
"('my+girl_20267454.html', 'my+girl_20267426.html')",1.0
"('in+my+room_20666885.html', 'in+my+room_20279863.html')",1.0
"('my+girl_20267454.html', 'my+girl_20092513.html')",1.0
"('my+girl_20267454.html', 'my+girl_20087283.html')",1.0
"('my+girl_20267454.html', 'my+girl_20092799.html')",1.0
"('oddities_20180951.html', 'insane+clown+posse+the+oddities_20648827.html')",1.0
"('parade_20057885.html', 'nobody+loves+you_20057884.html')",1.0
"('stop+in+the+name+of+love_21004076.html', 'stop+in+the+name+of+love_20499419.html')",0.8940397350993378
"('got+to+be+there_20028819.html', 'got+to+be+there_10145984.html')",1.0
"('ive+got+my+love+to+keep+me+warm_20692081.html', 'ive+got+my+love+to+keep+me+warm_20529222.html')",0.8857142857142857
"('in+my+room_20666885.html', 'in+my+room_20013679.html')",1.0
"('i+can+see+clearly+now_20171834.html', 'i+can+see+clearly+now_20171833.html')",0.8958333333333334
"('in+my+room_20666885.html', 'in+my+room_10188129.html')",1.0
"('do+right+woman+do+right+man_21014812.html', 'do+right+woman+do+right+man_20715760.html')",1.0
"('paranoid_10198393.html', 'paraniod_20486638.html')",1.0
"('white+christmas_20340450.html', 'white+christmas_20144705.html')",0.96
"('i+will+wait+for+you_21027995.html', 'i+will+wait+for+you_20520079.html')",0.9724770642201835
"('if+i+needed+you_20139964.html', 'if+i+needed+you_20050063.html')",0.941747572815534
"('the+riot+of+your+time_20122689.html', 'long+distance+love+affair_20515116.html')",0.9448818897637795
"('white+christmas_20340450.html', 'white+christmas_20064273.html')",0.96
"('honky+tonkin_20709582.html', 'honky+tonkin_20064059.html')",1.0
"('white+christmas_20340450.html', 'white+christmas_10163489.html')",1.0
"('almost+like+being+in+love_20805915.html', 'almost+like+being+in+love_20098008.html')",0.8947368421052632
"('honky+tonkin_20709582.html', 'honky+tonkin_20101235.html')",1.0
"('massacre_20136626.html', 'massacre_20068049.html')",0.9504132231404959
"('cheek+to+cheek_20165772.html', 'cheek+to+cheek_20068098.html')",0.8863636363636364
"('cheek+to+cheek_20165772.html', 'cheek+to+cheek_20055299.html')",0.9069767441860465
"('almost+like+being+in+love_20805915.html', 'almost+like+being+in+love_20240017.html')",0.8947368421052632
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+little+christmas_20077734.html')",0.872093023255814
"('splendida+giornata_20292151.html', 'generale_20667023.html')",0.9428571428571428
"('aint+no+sunshine_20092509.html', 'aint+no+sunshine+when+shes+gone_20525681.html')",0.9714285714285714
"('reina+danzante_20307814.html', 'dancing+queen_20910687.html')",0.8714285714285714
"('a+time+for+us_20320625.html', 'a+time+for+us_20320612.html')",1.0
"('magic+bus_20505270.html', 'magic+bus_20146764.html')",0.8771929824561403
"('gigi_20823452.html', 'gigi_20106806.html')",0.8611111111111112
"('when+you+wish+upon+a+star_20580262.html', 'when+you+wish+upon+a+star_20339526.html')",0.9555555555555556
"('autumn+leaves_20321041.html', 'autumn+leaves_20056477.html')",0.8688524590163934
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+little+christmas_20222064.html')",0.8636363636363636
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+little+christmas_20144693.html')",0.9397590361445783
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+little+christmas_20139592.html')",0.9397590361445783
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+little+christmas_20222057.html')",0.9397590361445783
"('white+man+in+hammersmith+palais_20341130.html', 'white+man+in+hammersmith+palais_20031763.html')",1.0
"('reina+danzante_20307814.html', 'dancing+queen+live_20818850.html')",0.8613138686131386
"('the+very+thought+of+you_20007906.html', 'the+very+thought+of+you_10140732.html')",0.8977272727272727
"('the+very+thought+of+you_20007906.html', 'the+very+thought+of+you_10179376.html')",0.9080459770114943
"('lost+highway_20145414.html', 'lost+highway_20064153.html')",0.8731343283582089
"('need+you+tonite_20067831.html', 'need+you+tonight_20067857.html')",0.9230769230769231
"('i+will+always+love+you_20343903.html', 'i+will+always+love+you_20041739.html')",1.0
"('at+last_20765603.html', 'at+last_20320035.html')",0.898989898989899
"('i+will+always+love+you_20343903.html', 'i+will+always+love+you_20144420.html')",1.0
"('christmas+island_20767838.html', 'christmas+island_20072105.html')",0.9787234042553191
"('home+again_20215467.html', 'aubade+and+i+am+not+like+other+birds+of+prey_20152729.html')",1.0
"('easy+to+love_21021275.html', 'easy+to+love_20355129.html')",1.0
"('crying+time_20119057.html', 'cryin+time_20177565.html')",1.0
"('soldier+of+fortune_20146324.html', 'soldier+of+fortune_20038828.html')",0.8680555555555556
"('heat+wave_20068100.html', 'heat+wave_20045746.html')",1.0
"('soon_20528302.html', 'seasons_20269308.html')",0.923728813559322
"('over+you_20820352.html', 'over+you_10244402.html')",0.875
"('its+raining+men_20756617.html', 'its+raining+men_20756603.html')",1.0
"('love+maker_21036872.html', 'got+me+goin_20972068.html')",1.0
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+litlle+christmas_20726965.html')",0.963855421686747
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+christmas_21052123.html')",0.8823529411764706
"('the+christmas+song_20756816.html', 'the+christmas+song_20167355.html')",0.9545454545454546
"('the+christmas+song_20756816.html', 'the+christmas+song_20167376.html')",1.0
"('go+where+you+wanna+go_20779205.html', 'go+where+you+wanna+go_20087276.html')",0.8625
"('the+christmas+song_20756816.html', 'the+christmas+song_20756621.html')",0.8608695652173913
"('my+one+and+only+love_20729273.html', 'my+one+and+only+love_20727312.html')",0.9316239316239316
"('my+one+and+only+love_20729273.html', 'my+one+and+only+love_20268116.html')",0.905982905982906
"('baby+were+really+in+love_20709590.html', 'baby+were+really+in+love_20064081.html')",0.9618320610687023
"('bigmouth+strikes+again_20484873.html', 'bigmouth+strikes+again_10217986.html')",0.8888888888888888
"('for+you+for+me+forevermore+feat+dick+haymes_20201366.html', 'for+you+for+me+for+evermore_20045726.html')",1.0
"('i+want+to+know+what+love+is_20839331.html', 'i+want+to+know+what+love+is_20741894.html')",0.949748743718593
"('count+your+blessings_20174318.html', 'count+your+blessings+instead+of+sheep_20770633.html')",1.0
"('dear+heart_20056274.html', 'dear+heart_20007901.html')",0.921875
"('the+christmas+song_20756816.html', 'the+christmas+song_10188894.html')",1.0
"('the+christmas+song_20756816.html', 'the+christmas+song_20042238.html')",0.8717948717948718
"('murder+my+heart_21052140.html', 'murder+my+heart_20876617.html')",0.9393939393939394
"('tush_20314355.html', 'tush_20149207.html')",1.0
"('deck+the+halls_20822639.html', 'deck+the+halls_20755255.html')",1.0
"('lips+on+an+angel_20746873.html', 'lips+of+an+angel_20465430.html')",0.9166666666666666
"('the+nearness+of+you_20101720.html', 'nearness+of+you+the_20835810.html')",0.8690476190476191
"('o+little+town+of+bethlehem_21014468.html', 'o+little+town+of+bethlehem_20246864.html')",0.9325842696629213
"('only+forever_20822967.html', 'only+forever_20278040.html')",1.0
"('o+little+town+of+bethlehem_21014468.html', 'o+little+town+of+bethlehem_20703880.html')",0.8602150537634409
"('to+sir+with+love_20666576.html', 'to+sir+with+love_10171459.html')",0.9622641509433962
"('cant+nobody+love+you_20845770.html', 'cant+nobody+love+you_20173273.html')",1.0
"('i+live+for+you_20631798.html', 'i+live+for+you+edited+finished+version+1969_20247948.html')",1.0
"('let+it+snow_20674331.html', 'let+it+snow+let+it+snow+let+it+snow_20726044.html')",0.9479166666666666
"('little+drummer+boy_20800851.html', 'little+drummer+boy_20690650.html')",1.0
"('let+it+snow_20674331.html', 'let+it+snow+let+it+snow+let+it+snow_20816521.html')",0.9479166666666666
"('little+drummer+boy_20800851.html', 'little+drummer+boy_20726047.html')",0.9537037037037037
"('deck+the+halls_20822639.html', 'deck+the+halls_20679225.html')",1.0
"('did+you+hear+the+mountains+tremble_20626655.html', 'did+you+feel+the+mountains+tremble_20815605.html')",0.8972602739726028
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+little+christmas_20770635.html')",0.8823529411764706
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+little+christmas_20765880.html')",0.8823529411764706
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+little+christmas_20756623.html')",0.8823529411764706
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+little+christmas_20755082.html')",0.8823529411764706
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+little+christmas_20620824.html')",0.9176470588235294
"('night+nurse_20468038.html', 'night+nurse_20125047.html')",1.0
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+little+christmas_20529227.html')",0.8823529411764706
"('little+drummer+boy_20800851.html', 'little+drummer+boy_20665727.html')",0.9017857142857143
"('little+drummer+boy_20800851.html', 'little+drummer+boy_20246515.html')",0.9537037037037037
"('playing+possum_21043029.html', 'playing+possum_20027358.html')",1.0
"('o+holy+night_20851791.html', 'o+holy+night_20665981.html')",0.9210526315789473
"('porgy_20100520.html', 'porgy_10033241.html')",0.9310344827586207
"('let+the+peace+of+god+reign_20803887.html', 'let+the+peace+of+god+reign_20626578.html')",0.8909090909090909
"('aint+that+a+lot+of+love_20693667.html', 'aint+that+a+lot+of+love+feat+simply+red_20285251.html')",1.0
"('aint+that+a+lot+of+love_20693667.html', 'aint+that+a+lot+of+love_20125089.html')",1.0
"('for+what+its+worth_20832259.html', 'for+what+its+worth_20697340.html')",1.0
"('back+in+time_20795070.html', 'back+in+time_20795063.html')",1.0
"('for+what+its+worth_20832259.html', 'for+what+its+worth_10245595.html')",1.0
"('for+what+its+worth_20832259.html', 'for+what+its+worth+mr+soul_10190811.html')",0.9323308270676691
"('for+what+its+worth_20832259.html', 'for+what+its+worth_20472185.html')",1.0
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+little+christmas_20810854.html')",0.8953488372093024
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+little+christmas_20807191.html')",0.8735632183908046
"('beautiful+boy_20422413.html', 'beautiful+boys_20148540.html')",1.0
"('sad+lisa_20088699.html', 'sad+lisa_20028189.html')",0.8874172185430463
"('fire_20200148.html', 'fire_10149616.html')",0.967479674796748
"('fantasy_20088418.html', 'fantasy+bad+boy+fantasy_20964116.html')",1.0
"('hammer+to+fall_20606941.html', 'hammer+to+fall_20112722.html')",1.0
"('islands+in+the+stream_20766325.html', 'islands+in+the+stream_20015653.html')",0.9575471698113207
"('demons+eye_20531867.html', 'demons+eye_20038705.html')",1.0
"('islands+in+the+stream_20766325.html', 'islands+in+the+stream_20041859.html')",0.8954545454545455
"('crazy+love_20143093.html', 'crazy+love_10239119.html')",0.951048951048951
"('you+know+who+your+friends+are_20479149.html', 'i+should+of_20479161.html')",0.9609375
"('farther+along_20041777.html', 'farther+along+feat+dolly+parton+linda+ronstadt_20200408.html')",0.9126984126984127
"('ill+stand+by+you_20854236.html', 'ill+stand+by+you_20692060.html')",0.9230769230769231
"('everybody+needs+somebody_20335907.html', 'everybody+needs+somebody+to+love_20335912.html')",0.9666666666666667
"('youve+got+to+hide+your+love+away_20355411.html', 'youve+got+to+hide+your+love+away_20355408.html')",1.0
"('when+will+i+see+you_20827750.html', 'hollywood+perfume_20110660.html')",1.0
"('the+rhythm+of+the+saints_20105923.html', 'proof_20105917.html')",1.0
"('a+fella+with+an+umbrella_20195821.html', 'a+fella+with+an+umbrella_20068111.html')",1.0
"('secret+ambition_20835025.html', 'secret+ambition_20093111.html')",0.8636363636363636
"('do+what+you+say_20815555.html', 'do+what+i+say_20626653.html')",0.9583333333333334
"('street+life_20509329.html', 'street+life_20118942.html')",0.9523809523809523
"('love+is+a+many+splendored+thing_20804298.html', 'love+is+a+many+splendored+thing_20248673.html')",1.0
"('love+is+a+many+splendored+thing_20804298.html', 'love+is+a+many+splendored+thing_20504149.html')",1.0
"('i+guess+ill+always+love+you_20846463.html', 'i+guess+ill+always+love+you_20825718.html')",1.0
"('its+about+that+money_20608941.html', 'its+about+that+money_20548041.html')",0.99185667752443
"('cigarretes+alcohol_20102336.html', 'cigarettes+alcohol_20102325.html')",0.9418604651162791
"('billy+joel+big+shot_20648986.html', 'big+shot_10034803.html')",0.9336099585062241
"('billy+joel+big+shot_20648986.html', 'big+shot_20620553.html')",0.86
"('spanish+guitar_20139082.html', 'spanish+guitar+joe+claussell+main+mix_20920580.html')",0.8944099378881988
"('spanish+guitar_20139082.html', 'spanish+guitar+hq2+club+mix_20920582.html')",0.8944099378881988
"('rocking+around+the+christmas+tree_20674300.html', 'rockin+around+the+christmas+tree_20064269.html')",0.9726027397260274
"('deep+purple_20822160.html', 'a+touch+away_20038784.html')",0.8832116788321168
"('blue+skies_20068097.html', 'all+the+things+you+are_20045668.html')",0.9615384615384616
"('i+saw+three+ships_20985550.html', 'i+saw+three+ships_20674431.html')",1.0
"('i+dont+need+no+doctor_20726222.html', 'i+dont+need+no+doctor_20185553.html')",0.9419354838709677
"('mona+lisas+and+mad+hatters_20762537.html', 'dreamboat+annie_10141155.html')",1.0
"('come+get+it_20046570.html', 'come+and+get+it_20170502.html')",0.8955223880597015
"('i+know+im+losing+you_20584121.html', 'i+know+im+losing+you_20575641.html')",1.0
"('white+christmas_20077740.html', 'white+christmas_20004967.html')",0.8703703703703703
"('come+get+it_20046570.html', 'come+and+get+it_20170514.html')",0.8805970149253731
"('black+is+the+color+of+my+true+loves+hair_20808206.html', 'black+is+the+color+of+my+true+loves+hair_20100553.html')",0.8552631578947368
"('highwayman_20811350.html', 'highwayman_20713257.html')",0.8767123287671232
"('highwayman_20811350.html', 'highwayman_20212662.html')",0.8648648648648649
"('a+fool+such+as+i_20820015.html', 'a+fool+such+as+i_10104893.html')",0.8846153846153846
"('on+the+street+where+you+live_20283971.html', 'on+the+street+where+you+live_20064395.html')",0.9508196721311475
"('three+boats+down+from+the+candy_20088923.html', 'three+boats+down+from+the+candy_20053777.html')",0.9617834394904459
"('after+all_20107398.html', 'after+all_10061527.html')",0.8780487804878049
"('one+nation+under+a+groove_20815200.html', 'one+nation+under+a+groove+part+1_20281645.html')",1.0
"('jumping+jack+flash_20630780.html', 'jumpin+jack+flash_10243432.html')",0.944954128440367
"('all+things+must+pass_20238479.html', 'all+things+must+pass_20059010.html')",0.9345794392523364
"('all+about+love_20236730.html', 'all+about+love+first+impressions_20962332.html')",1.0
"('daydream+believer_20807142.html', 'daydream+believer_20095485.html')",0.9134615384615384
"('silent+night_20680156.html', 'silent+night_20580268.html')",0.9113924050632911
"('its+all+over+now_20117157.html', 'its+all+over+now_20052405.html')",1.0
"('have+yourself+a+merry+little+christmas_20529227.html', 'have+yourself+a+merry+christmas_21052123.html')",1.0
"('have+yourself+a+merry+little+christmas_20529227.html', 'have+yourself+a+merry+litlle+christmas_20726965.html')",0.9146341463414634
"('the+web_20088922.html', 'the+web_20053776.html')",0.8921568627450981
"('something+new_20264755.html', 'something+new_20131445.html')",1.0
"('have+yourself+a+merry+little+christmas_20529227.html', 'have+yourself+a+merry+little+christmas_20144693.html')",0.9375
"('sanctuary_20773551.html', 'sanctuary+the+whole+song_20649021.html')",0.9625
"('have+yourself+a+merry+little+christmas_20529227.html', 'have+yourself+a+merry+little+christmas_20139592.html')",0.9375
"('games+without+frontiers_20622751.html', 'games+without+frontiers_20107496.html')",0.9495798319327731
"('dont+believe+a+word_20509341.html', 'dont+believe+a+word_20136622.html')",1.0
"('have+yourself+a+merry+little+christmas_20529227.html', 'have+yourself+a+merry+little+christmas_20077734.html')",0.8674698795180723
"('have+you+ever+been+in+love_20363373.html', 'have+you+ever+been+in+love_20107390.html')",0.9828571428571429
"('its+alright_10110271.html', 'its+alright+babys+coming+back_20925915.html')",0.9084507042253521
"('hold+on+tight_20598021.html', 'hold+on+tight_20045470.html')",0.8846153846153846
"('have+yourself+a+merry+little+christmas_20492005.html', 'have+yourself+a+merry+little+christmas_20045744.html')",0.8536585365853658
"('your+song_20643048.html', 'your+song_10127388.html')",0.8803827751196173
"('not+guilty_20059104.html', 'not+guilty_10025718.html')",0.875
"('have+yourself+a+merry+little+christmas_20492005.html', 'have+yourself+a+merry+little+christmas_20032137.html')",0.9135802469135802
"('let+your+love+come+down_20131252.html', 'let+your+love+come+down_20082694.html')",0.9591836734693877
"('without+you_20997898.html', 'without+you_20088523.html')",0.9
"('everything+she+wants_20146063.html', 'everything+she+wants_10130110.html')",0.9665551839464883
"('your+song_20643048.html', 'your+song_20046480.html')",0.9317073170731708
"('my+funny+valentine_20666262.html', 'my+funny+valentine_20267280.html')",1.0
"('east+of+the+sun_20817461.html', 'east+of+the+sun+and+west+of+the+moon_20821180.html')",0.9743589743589743
"('louise_20362843.html', 'louise_20066377.html')",0.8925619834710744
"('honky+tonk+blues_20709615.html', 'honky+tonk+blues_20064058.html')",0.9776119402985075
"('evidencia+spanish_20722291.html', 'evidence+spanish+live+in+chile_20950046.html')",1.0
"('have+i+told+you+lately+that+i+love+you_20824873.html', 'have+i+told+you+lately+that+i+love+you_20822069.html')",1.0
"('hark+the+herald+angels+sing_20887356.html', 'hark+the+herald+angels+sing_20812364.html')",1.0
"('go+the+distance_20807504.html', 'go+the+distance_20092310.html')",0.941747572815534
"('east+of+the+sun_20817461.html', 'east+of+the+sun+west+of+the+moon_20810690.html')",0.8823529411764706
"('only+make+believe_20278126.html', 'its+only+make+believe_10181440.html')",0.9056603773584906
"('if+u+cant+dance_10187992.html', 'if+u+cant+dance+slide_20701359.html')",0.9466192170818505
"('all+i+want+for+christmas+my+two+front+teeth_20795073.html', 'all+i+want+for+christmas+is+my+two+front+teeth_20704443.html')",0.8640776699029126
"('i+cant+let+go_20173083.html', 'i+cant+let+go_20065773.html')",0.875
"('because_20152296.html', 'because_10025907.html')",0.9791666666666666
"('over+the+rainbow_20802521.html', 'over+the+rainbow_20335516.html')",0.9782608695652174
"('cinderella_20595487.html', 'cinderella_20083907.html')",0.8804780876494024
"('all+i+ever+need+is+you_20238863.html', 'all+i+ever+need+is+you_20238861.html')",0.8865248226950354
"('wings+of+love_20083161.html', 'the+sun+goes+down_20083127.html')",0.9228070175438596
"('funny+familiar+forgotten+feelings_20824271.html', 'funny+familiar+forgotten+feelings_20138363.html')",1.0
"('dance+the+night+away_20051519.html', 'dance+the+night+away_20034166.html')",1.0
"('i+love+you+thats+all+that+really+matters_20700592.html', 'i+love+you+call+me_20250449.html')",0.9736842105263158
"('thunderball_20138376.html', 'promise+her+anything_20825644.html')",1.0
"('da+art+of+storytellin+part+2_20482066.html', 'art+of+storytellin+pt+2_20619224.html')",1.0
"('never+tear+us+apart_21082930.html', 'never+tear+us+apart+feat+tom+jones_20287330.html')",0.9733333333333334
